id,name,region,lang,currency,archetype,tier,topic,products,price_min,price_max,providers,referral_percent,port,path
ru-019-crypto-base,Крипта База,ru,ru,RUB,course,standard,криптовалюты,3,1480.0,8930.0,yookassa|sbp|cryptobot|ton|manual,25,9018,bots/ru/019-crypto-base
ru-020-defi-farm,DeFi Ферма,ru,ru,RUB,club,premium,DeFi,3,4890.0,39190.0,yookassa|sbp|cryptobot|ton|manual,20,9019,bots/ru/020-defi-farm
ru-021-nft-drop,NFT Дроп,ru,ru,RUB,signals,standard,NFT,3,660.0,5210.0,yookassa|sbp|cryptobot|ton|manual,20,9020,bots/ru/021-nft-drop
ru-022-airdrop-hunter,Аирдроп Хантер,ru,ru,RUB,club,standard,аирдропы,3,1480.0,11910.0,yookassa|sbp|cryptobot|ton|manual,20,9021,bots/ru/022-airdrop-hunter
ru-023-btc-cycle,BTC Цикл,ru,ru,RUB,signals,premium,биткоин,3,2190.0,17140.0,yookassa|sbp|cryptobot|ton|manual,20,9022,bots/ru/023-btc-cycle
ru-024-altcoin-scan,Альт Скан,ru,ru,RUB,signals,premium,альткоины,3,2190.0,17140.0,yookassa|sbp|cryptobot|ton|manual,20,9023,bots/ru/024-altcoin-scan
ru-025-p2p-arbitrage,P2P Арбитраж,ru,ru,RUB,course,premium,P2P-арбитраж,3,4890.0,29390.0,yookassa|sbp|cryptobot|ton|manual,25,9024,bots/ru/025-p2p-arbitrage
ru-026-mining-calc,Майнинг Калькулятор,ru,ru,RUB,saas,standard,майнинг,3,1180.0,7440.0,yookassa|sbp|cryptobot|ton|manual,20,9025,bots/ru/026-mining-calc
ru-027-ton-dev,TON Разработка,ru,ru,RUB,course,premium,разработка на TON,3,4890.0,29390.0,yookassa|sbp|cryptobot|ton|manual,25,9026,bots/ru/027-ton-dev
ru-028-crypto-tax-ru,Крипта Налог,ru,ru,RUB,service,premium,налоги на крипту,3,4890.0,24490.0,yookassa|sbp|cryptobot|ton|manual,10,9027,bots/ru/028-crypto-tax-ru
ru-029-wallet-secure,Кошелёк Защита,ru,ru,RUB,course,budget,безопасность криптокошельков,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|ton|manual,25,9028,bots/ru/029-wallet-secure
ru-030-stables-yield,Стейбл Доход,ru,ru,RUB,club,standard,стейблкоины,3,1480.0,11910.0,yookassa|sbp|cryptobot|ton|manual,20,9029,bots/ru/030-stables-yield
ru-031-web3-jobs,Web3 Работа,ru,ru,RUB,club,standard,работа в web3,3,1480.0,11910.0,yookassa|sbp|cryptobot|ton|manual,20,9030,bots/ru/031-web3-jobs
ru-032-trading-bots,Торговый Бот,ru,ru,RUB,saas,premium,торговые боты,3,3910.0,24490.0,yookassa|sbp|cryptobot|manual,20,9031,bots/ru/032-trading-bots
ru-033-english-daily,Английский Каждый День,ru,ru,RUB,club,budget,английский язык,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9032,bots/ru/033-english-daily
ru-034-ielts-target,IELTS Цель,ru,ru,RUB,course,premium,IELTS,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9033,bots/ru/034-ielts-target
ru-035-chinese-start,Китайский Старт,ru,ru,RUB,course,standard,китайский язык,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9034,bots/ru/035-chinese-start
ru-036-spanish-club,Испанский Клуб,ru,ru,RUB,club,standard,испанский язык,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9035,bots/ru/036-spanish-club
ru-037-ege-math,ЕГЭ Математика,ru,ru,RUB,course,standard,ЕГЭ по математике,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9036,bots/ru/037-ege-math
ru-038-ege-russian,ЕГЭ Русский,ru,ru,RUB,course,standard,ЕГЭ по русскому,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9037,bots/ru/038-ege-russian
ru-039-oge-prep,ОГЭ Подготовка,ru,ru,RUB,club,budget,ОГЭ,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9038,bots/ru/039-oge-prep
ru-040-kids-logic,Детская Логика,ru,ru,RUB,club,budget,развитие детей,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9039,bots/ru/040-kids-logic
ru-041-speed-read,Скорочтение,ru,ru,RUB,course,budget,скорочтение,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9040,bots/ru/041-speed-read
ru-042-memory-gym,Тренажёр Памяти,ru,ru,RUB,saas,budget,тренировка памяти,3,380.0,2440.0,yookassa|sbp|cryptobot|stars|manual,20,9041,bots/ru/042-memory-gym
ru-043-essay-help,Помощь с Работой,ru,ru,RUB,service,premium,учебные работы,3,4890.0,24490.0,yookassa|sbp|cryptobot|manual,10,9042,bots/ru/043-essay-help
ru-044-uni-abroad,Универ за Рубежом,ru,ru,RUB,consult,elite,образование за рубежом,3,14890.0,111740.0,yookassa|sbp|cryptobot|manual,10,9043,bots/ru/044-uni-abroad
ru-045-prof-orient,Профориентация,ru,ru,RUB,consult,standard,профориентация,3,1480.0,11170.0,yookassa|sbp|cryptobot|manual,10,9044,bots/ru/045-prof-orient
ru-046-teacher-tools,Учитель Инструменты,ru,ru,RUB,saas,standard,инструменты для учителей,3,1180.0,7440.0,yookassa|sbp|cryptobot|manual,20,9045,bots/ru/046-teacher-tools
ru-047-music-theory,Теория Музыки,ru,ru,RUB,course,standard,теория музыки,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9046,bots/ru/047-music-theory
ru-048-guitar-start,Гитара Старт,ru,ru,RUB,course,budget,игра на гитаре,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9047,bots/ru/048-guitar-start
ru-049-public-speak,Публичные Выступления,ru,ru,RUB,course,premium,ораторское мастерство,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9048,bots/ru/049-public-speak
ru-050-writing-craft,Мастерская Текста,ru,ru,RUB,club,standard,копирайтинг,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9049,bots/ru/050-writing-craft
ru-051-chess-school,Шахматная Школа,ru,ru,RUB,club,standard,шахматы,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9050,bots/ru/051-chess-school
ru-052-math-olymp,Олимпиадная Математика,ru,ru,RUB,club,standard,олимпиадная математика,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9051,bots/ru/052-math-olymp
ru-053-fit-home,Фит Дома,ru,ru,RUB,club,budget,домашние тренировки,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9052,bots/ru/053-fit-home
ru-054-gym-program,Зал Программа,ru,ru,RUB,course,standard,тренировки в зале,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9053,bots/ru/054-gym-program
ru-055-nutrition-plan,План Питания,ru,ru,RUB,service,standard,питание,3,1480.0,7440.0,yookassa|sbp|cryptobot|manual,10,9054,bots/ru/055-nutrition-plan
ru-056-keto-guide,Кето Гид,ru,ru,RUB,course,standard,кето-диета,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9055,bots/ru/056-keto-guide
ru-057-run-coach,Беговой Тренер,ru,ru,RUB,club,standard,бег,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9056,bots/ru/057-run-coach
ru-058-yoga-daily,Йога Каждый День,ru,ru,RUB,club,budget,йога,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9057,bots/ru/058-yoga-daily
ru-059-sleep-fix,Сон Наладить,ru,ru,RUB,course,budget,качество сна,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9058,bots/ru/059-sleep-fix
ru-060-back-health,Здоровая Спина,ru,ru,RUB,course,standard,здоровье спины,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9059,bots/ru/060-back-health
ru-061-women-health,Женское Здоровье,ru,ru,RUB,club,standard,женское здоровье,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9060,bots/ru/061-women-health
ru-062-mens-power,Мужская Форма,ru,ru,RUB,club,standard,мужское здоровье,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9061,bots/ru/062-mens-power
ru-063-quit-smoking,Бросить Курить,ru,ru,RUB,course,budget,отказ от курения,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9062,bots/ru/063-quit-smoking
ru-064-detox-week,Детокс Неделя,ru,ru,RUB,course,budget,детокс,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9063,bots/ru/064-detox-week
ru-065-mama-fit,Мама в Форме,ru,ru,RUB,club,standard,фитнес для мам,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9064,bots/ru/065-mama-fit
ru-066-senior-fit,Актив 50+,ru,ru,RUB,club,budget,фитнес 50+,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9065,bots/ru/066-senior-fit
ru-067-supplement-guide,Нутрициолог Онлайн,ru,ru,RUB,consult,premium,нутрициология,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9066,bots/ru/067-supplement-guide
ru-068-marathon-prep,Марафон Подготовка,ru,ru,RUB,course,premium,марафон,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9067,bots/ru/068-marathon-prep
ru-069-swim-tech,Техника Плавания,ru,ru,RUB,course,standard,плавание,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9068,bots/ru/069-swim-tech
ru-070-bio-age,Биовозраст,ru,ru,RUB,service,elite,биохакинг,3,14890.0,74490.0,yookassa|sbp|cryptobot|manual,10,9069,bots/ru/070-bio-age
ru-071-skin-care,Косметолог Онлайн,ru,ru,RUB,consult,standard,уход за кожей,3,1480.0,11170.0,yookassa|sbp|cryptobot|manual,10,9070,bots/ru/071-skin-care
ru-072-makeup-school,Школа Макияжа,ru,ru,RUB,course,standard,макияж,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9071,bots/ru/072-makeup-school
ru-073-hair-care,Уход за Волосами,ru,ru,RUB,course,budget,уход за волосами,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9072,bots/ru/073-hair-care
ru-074-nails-pro,Ногтевой Сервис,ru,ru,RUB,course,premium,маникюр,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9073,bots/ru/074-nails-pro
ru-075-brows-master,Мастер Бровей,ru,ru,RUB,course,standard,брови,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9074,bots/ru/075-brows-master
ru-076-style-guide,Стилист Онлайн,ru,ru,RUB,consult,premium,стиль и гардероб,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9075,bots/ru/076-style-guide
ru-077-perfume-club,Парфюм Клуб,ru,ru,RUB,club,budget,парфюмерия,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9076,bots/ru/077-perfume-club
ru-078-spa-home,SPA Дома,ru,ru,RUB,course,budget,домашний уход,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9077,bots/ru/078-spa-home
ru-079-beauty-shop,Бьюти Гайды,ru,ru,RUB,shop,budget,бьюти-гайды,4,280.0,2190.0,yookassa|sbp|cryptobot|stars|manual,30,9078,bots/ru/079-beauty-shop
ru-080-tattoo-book,Тату Запись,ru,ru,RUB,leadgen,standard,татуировки,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9079,bots/ru/080-tattoo-book
ru-081-smm-factory,SMM Фабрика,ru,ru,RUB,service,premium,SMM,3,4890.0,24490.0,yookassa|sbp|cryptobot|manual,10,9080,bots/ru/081-smm-factory
ru-082-target-ads,Таргет Про,ru,ru,RUB,course,premium,таргетированная реклама,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9081,bots/ru/082-target-ads
ru-083-marketplace-wb,Wildberries Старт,ru,ru,RUB,course,premium,торговля на Wildberries,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9082,bots/ru/083-marketplace-wb
ru-084-ozon-seller,Ozon Продавец,ru,ru,RUB,course,premium,торговля на Ozon,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9083,bots/ru/084-ozon-seller
ru-085-avito-flow,Авито Поток,ru,ru,RUB,course,standard,продажи на Авито,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9084,bots/ru/085-avito-flow
ru-086-sales-script,Скрипты Продаж,ru,ru,RUB,shop,standard,скрипты продаж,4,880.0,6690.0,yookassa|sbp|cryptobot|ton|manual,30,9085,bots/ru/086-sales-script
ru-087-crm-setup,CRM Внедрение,ru,ru,RUB,service,elite,внедрение CRM,3,14890.0,74490.0,yookassa|sbp|cryptobot|manual,10,9086,bots/ru/087-crm-setup
ru-088-unit-econ,Юнит-Экономика,ru,ru,RUB,course,premium,юнит-экономика,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9087,bots/ru/088-unit-econ
ru-089-brand-pack,Бренд Пакет,ru,ru,RUB,service,premium,брендинг,3,4890.0,24490.0,yookassa|sbp|cryptobot|manual,10,9088,bots/ru/089-brand-pack
ru-090-content-plan,Контент План,ru,ru,RUB,saas,standard,контент-маркетинг,3,1180.0,7440.0,yookassa|sbp|cryptobot|manual,20,9089,bots/ru/090-content-plan
ru-091-email-flow,Email Воронки,ru,ru,RUB,course,standard,email-маркетинг,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9090,bots/ru/091-email-flow
ru-092-seo-boost,SEO Рост,ru,ru,RUB,service,elite,SEO,3,14890.0,74490.0,yookassa|sbp|cryptobot|manual,10,9091,bots/ru/092-seo-boost
ru-093-landing-fast,Лендинг Быстро,ru,ru,RUB,service,premium,лендинги,3,4890.0,24490.0,yookassa|sbp|cryptobot|manual,10,9092,bots/ru/093-landing-fast
ru-094-hr-hiring,Найм Без Боли,ru,ru,RUB,course,premium,подбор персонала,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9093,bots/ru/094-hr-hiring
ru-095-franchise-buy,Франшиза Аудит,ru,ru,RUB,consult,elite,франшизы,3,14890.0,111740.0,yookassa|sbp|cryptobot|manual,10,9094,bots/ru/095-franchise-buy
ru-096-business-plan,Бизнес-План,ru,ru,RUB,service,premium,бизнес-планы,3,4890.0,24490.0,yookassa|sbp|cryptobot|manual,10,9095,bots/ru/096-business-plan
ru-097-import-china,Импорт из Китая,ru,ru,RUB,course,premium,импорт из Китая,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9096,bots/ru/097-import-china
ru-098-tender-win,Тендеры 44-ФЗ,ru,ru,RUB,course,premium,тендеры,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9097,bots/ru/098-tender-win
ru-099-local-biz,Локальный Бизнес,ru,ru,RUB,leadgen,standard,локальный маркетинг,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9098,bots/ru/099-local-biz
ru-100-ads-audit,Аудит Рекламы,ru,ru,RUB,consult,premium,аудит рекламы,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9099,bots/ru/100-ads-audit
ru-101-python-start,Python Старт,ru,ru,RUB,course,standard,Python,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9100,bots/ru/101-python-start
ru-102-frontend-job,Фронтенд Работа,ru,ru,RUB,course,premium,фронтенд,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9101,bots/ru/102-frontend-job
ru-103-qa-manual,QA Тестировщик,ru,ru,RUB,course,standard,тестирование ПО,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9102,bots/ru/103-qa-manual
ru-104-devops-lab,DevOps Лаб,ru,ru,RUB,course,elite,DevOps,3,14890.0,89390.0,yookassa|sbp|cryptobot|manual,25,9103,bots/ru/104-devops-lab
ru-105-data-analyst,Аналитик Данных,ru,ru,RUB,course,premium,аналитика данных,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9104,bots/ru/105-data-analyst
ru-106-ml-practice,ML Практика,ru,ru,RUB,club,premium,машинное обучение,3,4890.0,39190.0,yookassa|sbp|cryptobot|manual,20,9105,bots/ru/106-ml-practice
ru-107-bot-dev,Разработка Ботов,ru,ru,RUB,course,premium,разработка ботов,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9106,bots/ru/107-bot-dev
ru-108-game-dev,Геймдев Старт,ru,ru,RUB,course,premium,разработка игр,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9107,bots/ru/108-game-dev
ru-109-mobile-dev,Мобильная Разработка,ru,ru,RUB,course,premium,мобильная разработка,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9108,bots/ru/109-mobile-dev
ru-110-it-resume,IT Резюме,ru,ru,RUB,service,standard,трудоустройство в IT,3,1480.0,7440.0,yookassa|sbp|cryptobot|manual,10,9109,bots/ru/110-it-resume
ru-111-code-review,Код Ревью,ru,ru,RUB,consult,premium,код-ревью,3,4890.0,36740.0,yookassa|sbp|cryptobot|manual,10,9110,bots/ru/111-code-review
ru-112-freelance-it,IT Фриланс,ru,ru,RUB,club,standard,IT-фриланс,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9111,bots/ru/112-freelance-it
ru-113-cyber-def,Кибербезопасность,ru,ru,RUB,course,elite,кибербезопасность,3,14890.0,89390.0,yookassa|sbp|cryptobot|manual,25,9112,bots/ru/113-cyber-def
ru-114-linux-admin,Linux Админ,ru,ru,RUB,course,premium,администрирование Linux,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9113,bots/ru/114-linux-admin
ru-115-nocode-app,Nocode Приложения,ru,ru,RUB,course,standard,no-code,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9114,bots/ru/115-nocode-app
ru-116-ai-tools,Нейросети Практика,ru,ru,RUB,club,standard,нейросети,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9115,bots/ru/116-ai-tools
ru-117-repair-flat,Ремонт Квартир,ru,ru,RUB,leadgen,premium,ремонт квартир,3,1710.0,19590.0,yookassa|sbp|cryptobot|manual,5,9116,bots/ru/117-repair-flat
ru-118-clean-service,Клининг Заказ,ru,ru,RUB,leadgen,standard,клининг,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9117,bots/ru/118-clean-service
ru-119-moving-help,Переезд Просто,ru,ru,RUB,leadgen,standard,переезды,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9118,bots/ru/119-moving-help
ru-120-plumber-call,Сантехник Вызов,ru,ru,RUB,leadgen,standard,сантехника,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9119,bots/ru/120-plumber-call
ru-121-electric-call,Электрик Вызов,ru,ru,RUB,leadgen,standard,электрика,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9120,bots/ru/121-electric-call
ru-122-furniture-make,Мебель на Заказ,ru,ru,RUB,leadgen,premium,мебель на заказ,3,1710.0,19590.0,yookassa|sbp|cryptobot|manual,5,9121,bots/ru/122-furniture-make
ru-123-window-fit,Окна Установка,ru,ru,RUB,leadgen,premium,остекление,3,1710.0,19590.0,yookassa|sbp|cryptobot|manual,5,9122,bots/ru/123-window-fit
ru-124-garden-care,Уход за Участком,ru,ru,RUB,leadgen,standard,уход за участком,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9123,bots/ru/124-garden-care
ru-125-pet-care,Передержка Питомцев,ru,ru,RUB,leadgen,budget,уход за питомцами,3,160.0,1950.0,yookassa|sbp|cryptobot|stars|manual,5,9124,bots/ru/125-pet-care
ru-126-kids-party,Детский Праздник,ru,ru,RUB,leadgen,standard,детские праздники,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9125,bots/ru/126-kids-party
ru-127-photo-book,Фотограф Запись,ru,ru,RUB,leadgen,standard,фотосъёмка,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9126,bots/ru/127-photo-book
ru-128-wedding-plan,Свадебный Организатор,ru,ru,RUB,consult,elite,организация свадеб,3,14890.0,111740.0,yookassa|sbp|cryptobot|manual,10,9127,bots/ru/128-wedding-plan
ru-129-tutor-find,Подбор Репетитора,ru,ru,RUB,leadgen,standard,репетиторы,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9128,bots/ru/129-tutor-find
ru-130-laundry-pick,Химчистка Доставка,ru,ru,RUB,leadgen,budget,химчистка,3,160.0,1950.0,yookassa|sbp|cryptobot|stars|manual,5,9129,bots/ru/130-laundry-pick
ru-131-locksmith-24,Вскрытие Замков,ru,ru,RUB,leadgen,standard,вскрытие замков,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9130,bots/ru/131-locksmith-24
ru-132-appliance-fix,Ремонт Техники,ru,ru,RUB,leadgen,standard,ремонт бытовой техники,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9131,bots/ru/132-appliance-fix
ru-133-photo-school,Школа Фото,ru,ru,RUB,course,standard,фотография,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9132,bots/ru/133-photo-school
ru-134-video-edit,Монтаж Видео,ru,ru,RUB,course,standard,видеомонтаж,3,1480.0,8930.0,yookassa|sbp|cryptobot|manual,25,9133,bots/ru/134-video-edit
ru-135-draw-basics,Рисование с Нуля,ru,ru,RUB,course,budget,рисование,3,480.0,2930.0,yookassa|sbp|cryptobot|stars|manual,25,9134,bots/ru/135-draw-basics
ru-136-pottery-club,Керамика Клуб,ru,ru,RUB,club,standard,керамика,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9135,bots/ru/136-pottery-club
ru-137-knit-patterns,Вязание Схемы,ru,ru,RUB,shop,budget,вязание,4,280.0,2190.0,yookassa|sbp|cryptobot|stars|manual,30,9136,bots/ru/137-knit-patterns
ru-138-cook-school,Кулинарная Школа,ru,ru,RUB,club,budget,кулинария,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9137,bots/ru/138-cook-school
ru-139-bake-pro,Кондитер Про,ru,ru,RUB,course,premium,кондитерское дело,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9138,bots/ru/139-bake-pro
ru-140-wine-club,Винный Клуб,ru,ru,RUB,club,standard,вино,3,1480.0,11910.0,yookassa|sbp|cryptobot|manual,20,9139,bots/ru/140-wine-club
ru-141-garden-home,Домашний Сад,ru,ru,RUB,club,budget,комнатные растения,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9140,bots/ru/141-garden-home
ru-142-fish-spots,Рыбные Места,ru,ru,RUB,club,budget,рыбалка,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9141,bots/ru/142-fish-spots
ru-143-hunt-gear,Охота Снаряжение,ru,ru,RUB,shop,standard,охота,4,880.0,6690.0,yookassa|sbp|cryptobot|manual,30,9142,bots/ru/143-hunt-gear
ru-144-model-craft,Моделизм,ru,ru,RUB,shop,standard,моделизм,4,880.0,6690.0,yookassa|sbp|cryptobot|manual,30,9143,bots/ru/144-model-craft
ru-145-music-prod,Продюсирование Музыки,ru,ru,RUB,course,premium,музыкальное продюсирование,3,4890.0,29390.0,yookassa|sbp|cryptobot|manual,25,9144,bots/ru/145-music-prod
ru-146-dance-home,Танцы Дома,ru,ru,RUB,club,budget,танцы,3,480.0,3910.0,yookassa|sbp|cryptobot|stars|manual,20,9145,bots/ru/146-dance-home
ru-147-cheap-flights,Дешёвые Билеты,ru,ru,RUB,signals,budget,авиабилеты,3,210.0,1710.0,yookassa|sbp|cryptobot|stars|manual,20,9146,bots/ru/147-cheap-flights
ru-148-visa-help,Виза Помощь,ru,ru,RUB,service,premium,визы,3,4890.0,24490.0,yookassa|sbp|cryptobot|manual,10,9147,bots/ru/148-visa-help
ru-149-tour-select,Подбор Тура,ru,ru,RUB,leadgen,standard,туры,3,510.0,5950.0,yookassa|sbp|cryptobot|manual,5,9148,bots/ru/149-tour-select
ru-150-road-trip,Автопутешествия,ru,ru,RUB,shop,budget,автопутешествия,4,280.0,2190.0,yookassa|sbp|cryptobot|stars|manual,30,9149,bots/ru/150-road-trip
ru-151-hotel-deals,Отели Выгодно,ru,ru,RUB,signals,budget,отели,3,210.0,1710.0,yookassa|sbp|cryptobot|stars|manual,20,9150,bots/ru/151-hotel-deals
ru-152-relocate-help,Релокация Консультация,ru,ru,RUB,consult,elite,релокация,3,14890.0,111740.0,yookassa|sbp|cryptobot|manual,10,9151,bots/ru/152-relocate-help
